,MONTH,DAY,WEEKDAY,HOLIDAY,SEASON_SE_NM,AVRG_TMPRT,DAY_RAINQTY,DAY_MSNF,AVRG_WS,AVRG_HUMIDITY,INDUSTRIAL_CNT,BAR_CNT,SENIOR_CENTER_CNT,RESTAURANT_CNT,BULID_PERMIT_CNT,ACCIDENT_AREA_CNT,ALL_POP,ELDER_POP,GRID_ID
40,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,382517
41,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.1026142010045631,0.06461103610318708,0.06461103610318708,0.3913428901822893,0.339435231549979,382518
42,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.0,0.1026142010045631,0.0,0.3136917205406408,0.24554787515382404,382519
43,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.1026142010045631,0.0,0.0,0.0,382520
44,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.32758060094620883,0.0,0.0,0.0,0.06461103610318708,0.0,0.5897781122464,0.40558575972986405,382521
45,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.47113461448052485,0.2686249711957357,382522
46,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.0,0.0,0.0,0.0,0.0,382523
47,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382526
48,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382527
49,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.06461103610318708,0.0,0.0,0.0,382529
50,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382530
51,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382531
52,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.06461103610318708,0.0,0.4062074016174791,0.2109220436718825,382533
53,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0355916364670483,0.001584649932148807,382534
54,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.14988990911688013,0.0,382535
55,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383505
56,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,0.0,0.0,383513
57,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383517
58,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383518
59,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.06461103610318708,0.03630219706140482,0.015804942806986716,383520
60,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.34662376790357546,0.0,0.0,0.0,0.1026142010045631,0.06461103610318708,0.4935038151123142,0.29919101444549323,383521
61,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.06461103610318708,0.12967147750220637,0.06461103610318708,0.26115310137394804,0.12967147750220637,0.12967147750220637,0.6007349202571757,0.5219294182348135,383522
62,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.1026142010045631,0.0,0.06461103610318708,0.5425692248069165,0.43675941319763245,383523
63,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.0,0.0,0.4119455266653817,0.3008108864464594,383524
64,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383527
65,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383528
66,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383529
67,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.1026142010045631,0.0,0.0,0.4161839588201927,0.16811148453915822,383533
68,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.12967147750220637,0.0,0.0,0.33629484857988434,0.09891442849336474,383534
69,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383536
70,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.2824792746575869,0.11647413271093114,383537
71,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384517
72,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.06461103610318708,0.0,0.0,384519
73,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.30452142953802125,0.23923610341904067,384520
74,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.0,0.06461103610318708,0.18740190872888365,0.07481073708242048,384521
75,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.12967147750220637,0.0,0.1026142010045631,0.5519541320776137,0.4690861483397024,384522
76,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.18252835943848866,0.2999547935535029,0.06461103610318708,0.0,0.8053634818637246,0.7448228515719089,384523
77,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.1026142010045631,0.0,0.7452886931255738,0.6604033740219076,384524
78,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.1679389753193677,0.0,0.06461103610318708,0.0,0.0,0.0,0.6238950371794465,0.5161540799318014,384525
79,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.06461103610318708,0.0,0.0,384526
80,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,0.08935446776692045,0.02582761441740033,384527
81,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.186111072728775,0.1023913776154439,384528
82,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.06524211977716833,0.02838580022421401,384529
83,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384530
84,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.2614256680413667,0.056154601958357864,384532
85,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.45242790538674527,0.22993740397964743,384533
86,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.5139961502895317,0.25158721648325083,384534
87,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.15071240140382894,0.0,0.0,0.4313982369061538,0.26014544603320344,384536
88,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,384537
89,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.06461103610318708,0.0,0.0,0.0,385518
90,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.06461103610318708,0.0,0.0,385519
91,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385521
92,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.2866528333316263,0.1825184596382999,385522
93,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.06461103610318708,0.06461103610318708,0.06461103610318708,0.6558579789638419,0.5387502484055636,385523
94,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.1951844500580887,0.15071240140382894,0.31474783788538385,0.06461103610318708,0.12967147750220637,0.7656425372439626,0.6790488676370181,385524
95,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.31474783788538385,0.0,0.12967147750220637,0.23371811937186265,0.1026142010045631,0.06461103610318708,0.6236859727113089,0.5208713109733946,385525
96,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.26115310137394804,0.0,0.0,0.0,0.12967147750220637,0.0,0.0,0.0,385526
97,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385527
98,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.1026142010045631,0.1026142010045631,0.0,0.3677495650939712,0.21046638256017033,385528
99,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.1026142010045631,0.06461103610318708,0.2916148242929149,0.06461103610318708,0.06461103610318708,0.48756248845730576,0.3375157403671869,385529
100,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.3169005104321496,0.0958770832366275,385533
101,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.24840898068252093,0.0,0.06461103610318708,0.30160738542271925,0.08379667598454749,385534
102,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.10059909493561818,0.04115783935615988,386506
103,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.5363537224718434,0.38178610820097714,386512
104,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.1862144090385871,0.05085691219772527,386513
105,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386514
106,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,386519
107,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386522
108,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.06461103610318708,0.4186600920464229,0.29399114142037064,386523
109,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.1026142010045631,0.06461103610318708,0.06461103610318708,0.43203306067081576,0.3075217735596944,386524
110,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.33620220886890273,0.0,0.0,0.06461103610318708,0.06461103610318708,0.1679389753193677,0.46075778974295845,0.3327214096326093,386525
111,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.1026142010045631,0.0,0.06461103610318708,0.06461103610318708,0.0,0.0,0.08672967265097989,0.046563506484732446,386526
112,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.0,0.06461103610318708,0.06955997003628157,0.023611466457373033,386527
113,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,0.0,386528
114,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.30525689229001884,0.13545227524898648,386529
115,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.16219738642619042,0.020330463379880065,386530
116,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386531
117,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386532
118,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.1951844500580887,0.0,0.0,0.0,0.0,386533
119,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.47088792103680654,0.41534487496229017,387508
120,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.4274314079626269,0.37499212388670206,387509
121,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.022042847972493507,0.0022144276849893458,387513
122,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387518
123,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.5048003342526114,0.4225366681491657,387521
124,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.19264605436841856,0.06877723859570677,387523
125,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,387524
126,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.1951844500580887,0.1026142010045631,0.1026142010045631,0.4362645984623457,0.29965931452178973,387525
127,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.1026142010045631,0.0,0.06461103610318708,0.22824357406177914,0.10099460536817477,387526
128,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.06461103610318708,0.0,0.41405321924480054,0.30735969628244636,387527
129,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,0.0,387528
130,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.6832137255353126,0.5088712654223385,387529
131,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.7128925574815905,0.5315210987420865,387530
132,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.06461103610318708,0.0,0.1026142010045631,0.27043644549694273,0.14108108486394597,387531
133,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.12967147750220637,0.0,0.06461103610318708,0.31149046271154895,0.18365687995587204,387532
134,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.0,0.0,0.0,0.0,388507
135,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.3463727355196542,0.1399050902788565,388510
136,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.5509177431039659,0.48429598864466905,388512
137,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.0,0.0,0.0,0.13447774238140808,0.03495989242287595,388513
138,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,0.0,388518
139,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388519
140,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.2937217662450705,0.1891951094837186,388521
141,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.20884142201370973,0.08067059048675917,388523
142,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.3002293838329878,0.15929855091877698,388525
143,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.06461103610318708,0.0,0.06461103610318708,0.05535977059764905,0.01684640093177238,388526
144,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.41817671410705576,0.31238558292389995,388527
145,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388528
146,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.06461103610318708,0.15071240140382894,0.0,0.749556020532979,0.5888225753296092,388529
147,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.2724083464486426,0.06461103610318708,0.0,0.9512778131479511,0.8175219535347386,388530
148,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.1026142010045631,0.3537672791712801,0.20636194947607261,0.0,0.6659261392197534,0.4896231498677503,388531
149,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.08904420715470163,0.007541288629667998,388532
150,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388533
151,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.1026142010045631,0.1026142010045631,0.06461103610318708,0.5634684714074519,0.5535744966231022,389507
152,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.3823846510128435,0.31525992452919277,389508
153,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.06461103610318708,0.37645782192545524,0.25716390143627293,389510
154,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.11388670543329944,0.045726829851647055,389513
155,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.06461103610318708,0.0,0.06461103610318708,0.0,0.44596276204216834,0.3280932873117281,389523
156,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.06461103610318708,0.0,0.0,0.0,389524
157,1,31,6,0.0,4,0.0,0.0,0.0,0.0,0.40034256855762246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389525
