업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명,관리기관,관리기관전화번호,데이터기준일자
유흥주점영업,1987-08-20,삼호룸라이브,강원도 원주시 일산로 81-14 (원동),강원도 원주시 원동 59-18 ,153.44,033-764-9868,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1987-10-30,부킹가요방,강원도 원주시 원일로 80-2 (중앙동),강원도 원주시 중앙동 127-13 ,131.51,033-745-9100,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1987-02-28,국제도시,"강원도 원주시 북원로 2714, 2층 (태장동)",강원도 원주시 태장동 1366-2 ,80.14,033-743-7976,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1987-04-08,서린회관,강원도 원주시 감영길 20-2 (원동),강원도 원주시 원동 5-13 ,106.52,033-765-5192,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1987-10-22,나성회관,강원도 원주시 북원로 2529 (우산동),강원도 원주시 우산동 75-6 ,60.31,033-743-2672,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-02-13,더뮤즈바이꾼,강원도 원주시 천사로 64 (단계동),강원도 원주시 단계동 842 ,200.13,033-743-3838,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-12-17,더하드,"강원도 원주시 장미공원길 79, 지하1층 (단계동)",강원도 원주시 단계동 874 ,76.95,033-745-1259,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-06-14,간난이,강원도 원주시 중앙로 61 (중앙동),강원도 원주시 중앙동 202 ,113.76,033-731-0752,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-07-21,썬노래방,"강원도 원주시 중평길 32-1, 지하1층 (중앙동)",강원도 원주시 중앙동 94-3 ,58.19,033-746-3371,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-01-25,상한가,강원도 원주시 치악로 1796 (개운동),강원도 원주시 개운동 381-14 ,90,033-745-8382,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-03-02,강남라이브,강원도 원주시 치악로 1806 (개운동),강원도 원주시 개운동 381-0 ,104.1,033-742-3318,스텐드바,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-05-02,클릭술파는가요방,강원도 원주시 천사로 215-1 (중앙동),강원도 원주시 중앙동 12-2 ,127.57,033-742-3357,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1988-10-17,백제,강원도 원주시 장미공원길 47-11 (단계동),강원도 원주시 단계동 862-4 ,113.17,033-732-2665,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-08-16,홀릭,강원도 원주시 장미공원길 59 (단계동),강원도 원주시 단계동 859-4 ,170.47,033-744-1234,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-06-13,대벌,"강원도 원주시 원일로 152-2 (학성동,,37번지)","강원도 원주시 학성동 207-36 ,37번지 ",92.8,033-742-6388,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-03-27,한강성인나이트,강원도 원주시 자유시장길 12-2 (중앙동),강원도 원주시 중앙동 56-16 ,112,033-743-8697,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-11-28,설화,강원도 원주시 장미공원길 47-1 (단계동),강원도 원주시 단계동 861-5 ,101.05,033-746-1182,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-01-17,하바나,"강원도 원주시 장미공원길 47 (단계동,,860-1)","강원도 원주시 단계동 860 ,860-1 ",127.2,033-746-6762,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-10-21,대박,강원도 원주시 우산초교길 20-1 (우산동),강원도 원주시 우산동 230-22 ,105.98,,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-03-31,국빈관나이트,"강원도 원주시 장미공원길 51 (단계동,859-1,859-2,859-3)","강원도 원주시 단계동 859 859-1,859-2,859-3 ","1,240.14",033-745-9922,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-02-16,트렌드,강원도 원주시 장미공원길 25 (단계동),강원도 원주시 단계동 846-1 ,93.69,033-747-4756,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-06-19,라이브킹,강원도 원주시 천사로 56 (단계동),강원도 원주시 단계동 855 ,126.02,033-731-9829,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-07-08,비몽,강원도 원주시 장미공원길 25-11 (단계동),강원도 원주시 단계동 848-2 ,125.56,033-745-1300,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-08-09,뉴가요무대,강원도 원주시 원일로 150-3 (학성동),강원도 원주시 학성동 207-21 ,33.4,033-747-7712,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1989-11-23,아미,강원도 원주시 충정길 3 (학성동),강원도 원주시 학성동 207-6 ,130.58,033-748-1041,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-01-11,코리아나,"강원도 원주시 중앙로 20 (인동,,10)","강원도 원주시 인동 38-9 ,10 ",197.75,033-746-8416,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-03-03,향촌가요주점,"강원도 원주시 평원안길 27, 지 1층 (평원동)",강원도 원주시 평원동 310-8 ,125.9,033-745-0015,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-08-30,텀블러,강원도 원주시 장미공원길 47-3 (단계동),강원도 원주시 단계동 861-4 ,73.35,033-743-5507,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-08-09,호박술파는노래공원,강원도 원주시 원일로 197 (학성동),강원도 원주시 학성동 289-2 ,56.13,033-742-4085,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-05-22,알리앙스,강원도 원주시 서원대로 180 (단계동),강원도 원주시 단계동 882-3 ,112.96,033-748-0307,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-02-12,봉봉,"강원도 원주시 장미공원길 85, 지하 1층 (단계동)",강원도 원주시 단계동 874-1 ,123.79,033-745-5553,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-01-25,서희노래타운,강원도 원주시 원일로 85-10 (일산동),강원도 원주시 일산동 53-5 ,128.88,033-732-9100,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1990-04-11,분수대성인클럽,강원도 원주시 원일로 59-8 (원동),강원도 원주시 원동 5-10 ,88.96,033-762-5199,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-08-01,샾라이브,"강원도 원주시 북원로 2235-2, 3층 (단계동)",강원도 원주시 단계동 851-1 ,279.39,033-733-3003,스텐드바,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-08-01,골든벨노래공원,강원도 원주시 북원로 2235-2 (단계동),강원도 원주시 단계동 851-1 ,192.59,033-745-7712,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-08-12,아라,강원도 원주시 장미공원길 25-5 (단계동),강원도 원주시 단계동 845-3 ,201.64,033-748-3113,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-08-28,아우디가요방,강원도 원주시 장미공원길 50 (단계동),강원도 원주시 단계동 857-6 ,98.86,033-742-7878,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-09-05,지상낙원,강원도 원주시 장미공원길 27 (단계동),강원도 원주시 단계동 846-0 ,131.11,033-745-5544,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-09-07,신신세계,강원도 원주시 장미공원길 48 (단계동),강원도 원주시 단계동 857-5 ,110.98,033-745-4433,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-10-17,선물,강원도 원주시 천사로 66 (단계동),강원도 원주시 단계동 842-1 ,99.42,033-745-2121,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-10-23,연지,강원도 원주시 원일로 204-1 (학성동),강원도 원주시 학성동 303-8 ,27.03,033-742-3677,,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-10-25,한국관가요방,강원도 원주시 장미공원길 23 (단계동),강원도 원주시 단계동 845-1 ,108.31,033-745-2250,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-12-09,브이아이피VIP,"강원도 원주시 문막읍 왕건로 36, 지하1층",강원도 원주시 문막읍 동화리 1541-7 지하1층 ,181.92,033-735-3339,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-12-18,투투,강원도 원주시 장미공원길 67-1 (단계동),강원도 원주시 단계동 863-3 ,87.71,033-746-8576,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2000-12-30,삼호룸,강원도 원주시 장미공원길 69 (단계동),강원도 원주시 단계동 866-1 ,352.92,033-745-0022,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1985-10-30,카니발,강원도 원주시 천사로 60 (단계동),강원도 원주시 단계동 855-1 ,95.98,033-745-8708,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,1985-12-13,메이드가요방,강원도 원주시 천사로 52 (단계동),강원도 원주시 단계동 856-2 ,123.48,033-734-0071,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-02-06,샤로트,강원도 원주시 장미공원길 47-4 (단계동),강원도 원주시 단계동 860-3 ,242.52,033-735-6004,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-02-24,뉴레종,강원도 원주시 북원로 2247 (단계동),강원도 원주시 단계동 843-3 지하1층 ,115.36,033-744-5665,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-03-28,주락,"강원도 원주시 평원로 140-2 (학성동,369-9,369-10)","강원도 원주시 학성동 365-7 369-9,369-10 ",24.11,033-732-4033,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-03-27,비송,"강원도 원주시 원일로 206 (학성동,430-28)",강원도 원주시 학성동 430-23 430-28 ,28.79,033-735-2593,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-04-11,팔팔가요방,강원도 원주시 장미공원길 25-5 (단계동),강원도 원주시 단계동 845-3 ,157.96,033-748-0707,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-04-23,춘향이,강원도 원주시 평원로 140 (학성동),강원도 원주시 학성동 365-11 ,31.94,033-742-8137,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-04-23,아리랑노래공원,강원도 원주시 북원로 2235-2 (단계동),강원도 원주시 단계동 851-1 ,218.41,033-745-7711,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-07-21,이이안,강원도 원주시 장미공원길 27-9 (단계동),강원도 원주시 단계동 847-4 ,119.23,033-735-8788,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-08-21,아랑,강원도 원주시 서원대로 168 (단계동),강원도 원주시 단계동 881-5 ,109.43,033-735-7522,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-08-28,천하,강원도 원주시 천사로 56 (단계동),강원도 원주시 단계동 855-0 ,118.55,033-744-5731,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-08-30,아우라,강원도 원주시 천사로 56 (단계동),강원도 원주시 단계동 855-0 ,111.03,033-745-5367,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-08-30,강남노래클럽,강원도 원주시 장미공원길 66 (단계동),강원도 원주시 단계동 865-3 ,92.71,033-735-0450,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-09-04,매직타운,강원도 원주시 원일로 200-1 (학성동),강원도 원주시 학성동 303-26 ,43.67,033-732-8014,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-11-10,세화룸가요방,강원도 원주시 북원로2485번길 11 (우산동),강원도 원주시 우산동 91-2 ,94.69,033-743-9823,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-09-21,야구장,강원도 원주시 북원로 2235-6 (단계동),강원도 원주시 단계동 853-5 ,128.78,033-732-2882,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-09-26,홍대편의점포차,강원도 원주시 장미공원길 17 (단계동),강원도 원주시 단계동 844 (2층) ,114.29,033-745-6696,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-12-20,불꽃,강원도 원주시 평원로 140-2 (학성동),강원도 원주시 학성동 365-7 ,24.38,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2001-12-26,유정,강원도 원주시 원일로 206 (학성동),강원도 원주시 학성동 430-23 ,26.8,033-745-2992,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-01-15,현정,강원도 원주시 평원로 142 (학성동),강원도 원주시 학성동 365-31 ,47.86,033-748-1777,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-01-29,논개,강원도 원주시 평원로 136 (학성동),강원도 원주시 학성동 361-22 ,19.68,033-735-3521,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-02-05,발리,강원도 원주시 서원대로 184 (단계동),강원도 원주시 단계동 882-5 ,161.45,033-748-1190,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-02-21,키티,강원도 원주시 원일로 206-2 (학성동),강원도 원주시 학성동 430-26 ,22.68,033-734-7548,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-02-21,보스,강원도 원주시 원일로 206-2 (학성동),강원도 원주시 학성동 430-26 ,23.49,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-02-28,드림스,강원도 원주시 원일로 206-1 (학성동),강원도 원주시 학성동 430-27 ,79.75,033-743-1386,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-03-15,몽마르쥬룸가요방,강원도 원주시 중앙로 203 (학성동),강원도 원주시 학성동 326-17 ,48.05,033-743-2486,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-04-02,247노래방,강원도 원주시 장미공원길 43 (단계동),강원도 원주시 단계동 861-1 ,110.61,033-732-5070,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-04-12,수궁,강원도 원주시 원일로 206-4 (학성동),강원도 원주시 학성동 430-5 ,25.06,033-744-1547,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-04-12,수궁2,강원도 원주시 원일로 206-4 (학성동),강원도 원주시 학성동 430-5 ,24.9,033-744-1547,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-04-12,환희,강원도 원주시 원일로 206-4 (학성동),강원도 원주시 학성동 430-5 ,31.33,033-742-0201,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-04-19,황진이,강원도 원주시 평원로 144 (학성동),강원도 원주시 학성동 365-27 ,31.02,033-744-6452,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-05-01,별천지,"강원도 원주시 충정길 53 (학성동,(1층))",강원도 원주시 학성동 303-3 (1층) ,49.14,033-741-1294,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-06-18,엔젤클럽,강원도 원주시 중앙시장길 32 (중앙동),강원도 원주시 중앙동 63 ,456.08,033-743-1242,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-07-04,딱조아,강원도 원주시 충정길 56 (학성동),강원도 원주시 학성동 302-28 ,32.47,033-742-4336,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-07-04,따봉,강원도 원주시 충정길 56 (학성동),강원도 원주시 학성동 302-28 ,24.46,033-744-7073,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-09-02,남행열차,"강원도 원주시 평원안길 25-1, 지하1층 (평원동)",강원도 원주시 평원동 323-16 지하1층 ,124.3,033-746-0888,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-09-11,주홍노래타운,강원도 원주시 중앙로 171 (학성동),강원도 원주시 학성동 206-8 ,72.45,033-746-0160,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-09-11,엄지,"강원도 원주시 충정길 43, 1층 (학성동)",강원도 원주시 학성동 303-6 ,46.48,033-731-0559,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-09-19,비타민,강원도 원주시 평원로 141 (학성동),강원도 원주시 학성동 302-1 ,40.14,033-742-3025,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-10-15,콩깍지가요방,강원도 원주시 북원로2475번길 8 (우산동),강원도 원주시 우산동 92-12 ,79.2,033-733-0163,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-10-19,연정,강원도 원주시 평원로 136 (학성동),강원도 원주시 학성동 361-22 ,33.42,033-746-5553,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-10-30,여보여보,강원도 원주시 원일로 204 (학성동),강원도 원주시 학성동 303-1 ,55.22,033-742-4476,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-10-31,문룸가요방,강원도 원주시 장미공원길 74 (단계동),강원도 원주시 단계동 870-1 ,82.84,033-747-2229,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-11-29,대명,강원도 원주시 장미공원길 43-10 (단계동),강원도 원주시 단계동 867-3 ,112.21,033-744-7142,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-11-29,청춘열차회관,"강원도 원주시 평원안길 16 (평원동,,23)","강원도 원주시 평원동 326-22 ,23 ",98.94,033-746-8187,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-11-30,갤러리가요방,"강원도 원주시 원일로 80-2, 2층 (중앙동)",강원도 원주시 중앙동 127-13 ,124.72,033-745-9979,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2002-12-26,더보스,"강원도 원주시 장미공원길 47-8, 3층 (단계동)",강원도 원주시 단계동 863 ,193.85,033-746-1100,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-01-04,사이다,강원도 원주시 원일로 190-2 (학성동),강원도 원주시 학성동 303-32 ,69.2,033-747-9005,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-03-14,예쁜여우,강원도 원주시 평원로 134 (학성동),강원도 원주시 학성동 361-4 ,26.09,033-742-0477,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-04-07,몽노래클럽,강원도 원주시 장미공원길 3 (단계동),강원도 원주시 단계동 849-3 ,112.83,033-744-0334,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-05-23,케리가요방,"강원도 원주시 천사로 66, 4층 (단계동)",강원도 원주시 단계동 842-1 ,108.04,033-733-3339,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-16,하트,강원도 원주시 장미공원길 43-10 (단계동),강원도 원주시 단계동 867-3 ,125.94,033-742-5092,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-27,도쿄,"강원도 원주시 치악로 1602 (단구동,,23,24,33번지)","강원도 원주시 단구동 146-17 ,23,24,33번지 ",92.24,033-761-7277,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-27,동방,강원도 원주시 장미공원길 5 (단계동),강원도 원주시 단계동 849-2 ,97.74,033-744-4222,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-07-18,백경회관,강원도 원주시 평원안길 26-9 (평원동),강원도 원주시 평원동 250-18 ,123.19,033-732-1324,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-07-21,준코뮤직타운 원주2호점,강원도 원주시 장미공원길 27-1 (단계동),강원도 원주시 단계동 846-5 ,127.75,033-742-0558,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-01,식스덕,강원도 원주시 장미공원길 67-2 (단계동),강원도 원주시 단계동 867 ,128.5,033-744-4448,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-19,밤이면밤마다,"강원도 원주시 장미공원길 27-1, 지하1층 (단계동)",강원도 원주시 단계동 846-5 지하1층 ,259,033-748-0308,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-21,투해븐,"강원도 원주시 장미공원길 27-1, 2층 (단계동)",강원도 원주시 단계동 846-5 ,193.98,033-732-2266,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
